year,month,county,reporting_unit,election_type,office,party,candidate,total_votes,votes
2021,APRIL,ADAMS,TOWN OF ADAMS WARDS 1-3,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,152,91
2021,APRIL,ADAMS,TOWN OF BIG FLATS WARDS 1-2,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,171,95
2021,APRIL,ADAMS,TOWN OF COLBURN WARD 1,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,36,16
2021,APRIL,ADAMS,TOWN OF DELL PRAIRIE WARDS 1-3,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,342,200
2021,APRIL,ADAMS,TOWN OF EASTON WARDS 1-2,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,125,77
2021,APRIL,ADAMS,TOWN OF JACKSON WARDS 1-2,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,162,76
2021,APRIL,ADAMS,TOWN OF LEOLA WARD 1,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,40,17
2021,APRIL,ADAMS,TOWN OF LINCOLN WARD 1,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,54,20
2021,APRIL,ADAMS,TOWN OF MONROE WARD 1,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,133,71
2021,APRIL,ADAMS,TOWN OF NEW CHESTER WARDS 1-3,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,80,46
2021,APRIL,ADAMS,TOWN OF NEW HAVEN WARD 1,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,136,81
2021,APRIL,ADAMS,TOWN OF PRESTON WARDS 1-2,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,168,99
2021,APRIL,ADAMS,TOWN OF QUINCY WARDS 1-3,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,318,186
2021,APRIL,ADAMS,TOWN OF RICHFIELD WARD 1,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,25,12
2021,APRIL,ADAMS,TOWN OF ROME WARDS 1-5,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,506,263
2021,APRIL,ADAMS,TOWN OF SPRINGVILLE WARDS 1-2,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,158,84
2021,APRIL,ADAMS,TOWN OF STRONGS PRAIRIE WARDS 1-3,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,135,76
2021,APRIL,ADAMS,VILLAGE OF FRIENDSHIP WARD 1,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,100,57
2021,APRIL,ADAMS,CITY OF ADAMS WARD 1,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,57,38
2021,APRIL,ADAMS,CITY OF ADAMS WARD 2,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,70,45
2021,APRIL,ADAMS,CITY OF ADAMS WARDS 3-4,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,77,48
2021,APRIL,ADAMS,"CITY OF WISCONSIN DELLS WARDS 5,9",SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,2,1
2021,APRIL,ASHLAND,TOWN OF AGENDA WARD 1,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,106,52
2021,APRIL,ASHLAND,TOWN OF ASHLAND WARD 1,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,136,90
2021,APRIL,ASHLAND,TOWN OF CHIPPEWA WARD 1,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,81,44
2021,APRIL,ASHLAND,TOWN OF GINGLES WARD 1,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,150,82
2021,APRIL,ASHLAND,TOWN OF GORDON WARDS 1-2,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,57,30
2021,APRIL,ASHLAND,TOWN OF JACOBS WARD 1,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,180,88
2021,APRIL,ASHLAND,TOWN OF LA POINTE WARD 1,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,150,120
2021,APRIL,ASHLAND,TOWN OF MARENGO WARDS 1-2,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,146,80
2021,APRIL,ASHLAND,TOWN OF MORSE WARDS 1-3,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,93,53
2021,APRIL,ASHLAND,TOWN OF PEEKSVILLE WARDS 1-2,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,49,20
2021,APRIL,ASHLAND,TOWN OF SANBORN WARDS 1-2,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,59,39
2021,APRIL,ASHLAND,TOWN OF SHANAGOLDEN WARD 1,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,63,38
2021,APRIL,ASHLAND,TOWN OF WHITE RIVER WARDS 1-2,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,160,53
2021,APRIL,ASHLAND,VILLAGE OF BUTTERNUT WARDS 1-2,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,56,42
2021,APRIL,ASHLAND,"CITY OF ASHLAND WARDS 1,3,5,7,9,11",SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,667,465
2021,APRIL,ASHLAND,CITY OF ASHLAND WARD 2,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,53,37
2021,APRIL,ASHLAND,CITY OF ASHLAND WARD 4,SPRING GENERAL,STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,NONPARTISAN,JILL  UNDERLY,182,133
